,Date,Open,High,Low,Close,Adj Close,Volume,label
0,2021-07-26,2660.0,2680.0,2630.0,2650.0,2580.212890625,26481600,
1,2021-07-27,2660.0,2680.0,2530.0,2560.0,2492.5830078125,27225700,
2,2021-07-28,2560.0,2630.0,2540.0,2560.0,2492.5830078125,27513300,
3,2021-07-29,2590.0,2600.0,2530.0,2590.0,2521.79296875,24503200,
4,2021-07-30,2600.0,2610.0,2510.0,2590.0,2521.79296875,40847100,
5,2021-08-02,2580.0,2610.0,2520.0,2550.0,2482.846435546875,36158600,2.0
6,2021-08-03,2550.0,2560.0,2490.0,2490.0,2424.426513671875,30923700,2.0
7,2021-08-04,2490.0,2530.0,2480.0,2510.0,2443.899658203125,23771300,2.0
8,2021-08-05,2520.0,2520.0,2460.0,2460.0,2395.21630859375,24769300,2.0
9,2021-08-06,2450.0,2480.0,2420.0,2440.0,2375.7431640625,23170600,2.0
10,2021-08-09,2460.0,2480.0,2360.0,2390.0,2327.06005859375,33919500,2.0
11,2021-08-10,2430.0,2430.0,2260.0,2290.0,2229.693359375,41322100,2.0
12,2021-08-12,2310.0,2320.0,2260.0,2300.0,2239.429931640625,34095700,2.0
13,2021-08-13,2310.0,2320.0,2280.0,2300.0,2239.429931640625,25367100,2.0
14,2021-08-16,2290.0,2300.0,2200.0,2230.0,2171.2734375,31824100,1.0
15,2021-08-18,2230.0,2290.0,2220.0,2280.0,2219.956787109375,31404600,2.0
16,2021-08-19,2300.0,2300.0,2220.0,2250.0,2190.746826171875,27205200,2.0
17,2021-08-20,2260.0,2280.0,2200.0,2230.0,2171.2734375,20197900,2.0
18,2021-08-23,2240.0,2300.0,2230.0,2290.0,2229.693359375,23756200,2.0
19,2021-08-24,2290.0,2300.0,2240.0,2250.0,2190.746826171875,21084900,2.0
20,2021-08-25,2260.0,2360.0,2260.0,2330.0,2268.64013671875,24504300,2.0
21,2021-08-26,2350.0,2360.0,2300.0,2330.0,2268.64013671875,28791900,2.0
22,2021-08-27,2330.0,2330.0,2260.0,2290.0,2229.693359375,22802300,2.0
23,2021-08-30,2300.0,2350.0,2280.0,2350.0,2288.11328125,23097000,2.0
24,2021-08-31,2360.0,2360.0,2290.0,2330.0,2268.64013671875,23392900,2.0
25,2021-09-01,2340.0,2400.0,2320.0,2380.0,2317.3232421875,29527900,2.0
26,2021-09-02,2390.0,2390.0,2330.0,2350.0,2288.11328125,25276000,2.0
27,2021-09-03,2350.0,2390.0,2320.0,2370.0,2307.586669921875,20570100,2.0
28,2021-09-06,2370.0,2390.0,2330.0,2350.0,2288.11328125,22382800,2.0
29,2021-09-07,2350.0,2390.0,2340.0,2360.0,2297.85009765625,20709000,2.0
30,2021-09-08,2370.0,2420.0,2350.0,2400.0,2336.796630859375,25178800,2.0
31,2021-09-09,2400.0,2400.0,2330.0,2370.0,2307.586669921875,25049500,2.0
32,2021-09-10,2370.0,2410.0,2350.0,2400.0,2336.796630859375,20173000,2.0
33,2021-09-13,2400.0,2400.0,2340.0,2370.0,2307.586669921875,23950600,2.0
34,2021-09-14,2360.0,2420.0,2350.0,2420.0,2356.27001953125,22749200,2.0
35,2021-09-15,2420.0,2450.0,2380.0,2430.0,2366.00634765625,22151400,0.0
36,2021-09-16,2430.0,2450.0,2370.0,2380.0,2317.3232421875,22265500,2.0
37,2021-09-17,2370.0,2420.0,2370.0,2390.0,2327.06005859375,22258000,2.0
38,2021-09-20,2390.0,2410.0,2360.0,2370.0,2307.586669921875,18541400,2.0
39,2021-09-21,2370.0,2390.0,2330.0,2370.0,2307.586669921875,17842600,2.0
40,2021-09-22,2380.0,2410.0,2370.0,2380.0,2317.3232421875,17892100,2.0
41,2021-09-23,2380.0,2400.0,2380.0,2380.0,2317.3232421875,17680400,2.0
42,2021-09-24,2400.0,2410.0,2360.0,2400.0,2336.796630859375,21354800,0.0
43,2021-09-27,2400.0,2400.0,2350.0,2360.0,2297.85009765625,21378500,2.0
44,2021-09-28,2360.0,2360.0,2280.0,2290.0,2229.693359375,23503800,2.0
45,2021-09-29,2290.0,2300.0,2240.0,2290.0,2229.693359375,22496100,2.0
46,2021-09-30,2290.0,2330.0,2260.0,2300.0,2239.429931640625,21706900,2.0
47,2021-10-01,2300.0,2330.0,2260.0,2270.0,2210.219970703125,21649000,2.0
48,2021-10-04,2300.0,2310.0,2270.0,2300.0,2239.429931640625,20096300,2.0
49,2021-10-05,2300.0,2320.0,2230.0,2230.0,2171.2734375,27232400,1.0
50,2021-10-06,2230.0,2290.0,2230.0,2240.0,2181.010009765625,24656200,2.0
51,2021-10-07,2240.0,2260.0,2220.0,2230.0,2171.2734375,28826100,2.0
52,2021-10-08,2260.0,2300.0,2240.0,2250.0,2190.746826171875,29363800,2.0
53,2021-10-11,2280.0,2280.0,2230.0,2240.0,2181.010009765625,24997800,2.0
54,2021-10-12,2240.0,2350.0,2240.0,2330.0,2268.64013671875,28654300,0.0
55,2021-10-13,2340.0,2350.0,2270.0,2270.0,2210.219970703125,21348300,2.0
