,Date,Open,High,Low,Close,Adj Close,Volume,label
0,2021-07-26,8700.0,8800.0,8600.0,8725.0,8162.6298828125,3926200,
1,2021-07-27,8750.0,8775.0,8450.0,8500.0,7952.13330078125,3332900,
2,2021-07-28,8500.0,8550.0,8400.0,8500.0,7952.13330078125,2409400,
3,2021-07-29,8500.0,8500.0,8350.0,8350.0,7811.80126953125,4082900,
4,2021-07-30,8325.0,8350.0,8125.0,8125.0,7601.3037109375,7765100,
5,2021-08-02,8125.0,8250.0,8075.0,8125.0,7601.3037109375,5251600,2.0
6,2021-08-03,8150.0,8300.0,8125.0,8225.0,7694.8583984375,3370400,2.0
7,2021-08-04,8250.0,8275.0,8150.0,8175.0,7648.08056640625,2039900,2.0
8,2021-08-05,8175.0,8200.0,8125.0,8150.0,7624.69189453125,4600500,2.0
9,2021-08-06,8175.0,8325.0,8150.0,8275.0,7741.63525390625,2308400,0.0
10,2021-08-09,8325.0,8350.0,8100.0,8150.0,7624.69189453125,2627400,2.0
11,2021-08-10,8200.0,8200.0,7950.0,8050.0,7531.1376953125,6585900,1.0
12,2021-08-12,8125.0,8225.0,8050.0,8075.0,7554.5263671875,3115600,2.0
13,2021-08-13,8075.0,8250.0,8075.0,8200.0,7671.4697265625,2441900,2.0
14,2021-08-16,8200.0,8250.0,8150.0,8250.0,7718.24658203125,1827100,2.0
15,2021-08-18,8250.0,8375.0,8250.0,8350.0,7811.80126953125,4277300,0.0
16,2021-08-19,8350.0,8375.0,8150.0,8150.0,7624.69189453125,4775800,2.0
17,2021-08-20,8150.0,8200.0,8100.0,8150.0,7624.69189453125,2045300,2.0
18,2021-08-23,8250.0,8250.0,8175.0,8225.0,7694.8583984375,1949700,2.0
19,2021-08-24,8225.0,8275.0,8125.0,8200.0,7671.4697265625,5218600,2.0
20,2021-08-25,8300.0,8300.0,8075.0,8225.0,7694.8583984375,7193700,2.0
21,2021-08-26,8225.0,8250.0,8125.0,8225.0,7694.8583984375,3990200,2.0
22,2021-08-27,8225.0,8300.0,8125.0,8300.0,7765.02392578125,7356500,2.0
23,2021-08-30,8350.0,8650.0,8325.0,8600.0,8045.68701171875,11729900,0.0
24,2021-08-31,8600.0,8625.0,8425.0,8425.0,7881.96728515625,5271700,2.0
25,2021-09-01,8500.0,8500.0,8325.0,8400.0,7858.57861328125,3241900,2.0
26,2021-09-02,8425.0,8450.0,8325.0,8450.0,7905.35546875,1920100,2.0
27,2021-09-03,8450.0,8500.0,8425.0,8475.0,7928.74365234375,3556700,2.0
28,2021-09-06,8500.0,8550.0,8500.0,8525.0,7975.521484375,4167800,2.0
29,2021-09-07,8325.0,8425.0,8325.0,8425.0,8085.892578125,2986500,2.0
30,2021-09-08,8450.0,8450.0,8350.0,8425.0,8085.892578125,6423000,2.0
31,2021-09-09,8425.0,8525.0,8375.0,8525.0,8181.8681640625,3731500,2.0
32,2021-09-10,8525.0,8525.0,8450.0,8500.0,8157.8740234375,1793900,2.0
33,2021-09-13,8400.0,8475.0,8375.0,8425.0,8085.892578125,2351900,2.0
34,2021-09-14,8425.0,8475.0,8400.0,8450.0,8109.88671875,1167000,2.0
