,Date,Open,High,Low,Close,Adj Close,Volume,label
0,2021-07-26,6250.0,6350.0,6225.0,6300.0,6064.240234375,4023300,
1,2021-07-27,6325.0,6350.0,6225.0,6250.0,6016.11083984375,3102100,
2,2021-07-28,6250.0,6400.0,6250.0,6325.0,6088.30419921875,3784200,
3,2021-07-29,6350.0,6425.0,6325.0,6375.0,6136.43310546875,5097800,
4,2021-07-30,6425.0,6475.0,6125.0,6125.0,5895.78857421875,5840500,
5,2021-08-02,6175.0,6425.0,6175.0,6425.0,6184.5625,4900700,0.0
6,2021-08-03,6425.0,6450.0,6250.0,6300.0,6064.240234375,5521100,2.0
7,2021-08-04,6225.0,6400.0,6225.0,6400.0,6272.0,2267000,2.0
8,2021-08-05,6375.0,6400.0,6225.0,6250.0,6125.0,4170400,2.0
9,2021-08-06,6300.0,6300.0,6150.0,6200.0,6076.0,3648600,2.0
10,2021-08-09,6200.0,6225.0,6125.0,6175.0,6051.5,1573800,2.0
11,2021-08-10,6200.0,6200.0,6050.0,6125.0,6002.5,2608900,1.0
12,2021-08-12,6125.0,6200.0,6100.0,6125.0,6002.5,3105300,2.0
13,2021-08-13,6100.0,6300.0,6100.0,6300.0,6174.0,5361400,2.0
14,2021-08-16,6300.0,6325.0,6200.0,6325.0,6198.5,3470100,2.0
15,2021-08-18,6325.0,6500.0,6275.0,6450.0,6321.0,7814700,2.0
16,2021-08-19,6450.0,6700.0,6450.0,6500.0,6370.0,13761900,2.0
17,2021-08-20,6500.0,6575.0,6425.0,6500.0,6370.0,2850400,2.0
18,2021-08-23,6550.0,6650.0,6550.0,6575.0,6443.5,5114800,2.0
19,2021-08-24,6575.0,6650.0,6425.0,6600.0,6468.0,6225000,0.0
20,2021-08-25,6650.0,6650.0,6450.0,6600.0,6468.0,4143200,2.0
21,2021-08-26,6625.0,6625.0,6425.0,6575.0,6443.5,3052900,2.0
22,2021-08-27,6500.0,6550.0,6425.0,6525.0,6394.5,2259600,2.0
23,2021-08-30,6550.0,6600.0,6525.0,6600.0,6468.0,4081400,2.0
24,2021-08-31,6600.0,6600.0,6350.0,6400.0,6272.0,12529200,2.0
25,2021-09-01,6400.0,6450.0,6300.0,6325.0,6198.5,2821900,2.0
26,2021-09-02,6325.0,6400.0,6250.0,6400.0,6272.0,3645900,2.0
27,2021-09-03,6400.0,6450.0,6325.0,6425.0,6296.5,4096000,2.0
28,2021-09-06,6425.0,6425.0,6325.0,6325.0,6198.5,2554800,2.0
29,2021-09-07,6325.0,6400.0,6250.0,6275.0,6149.5,4696200,2.0
30,2021-09-08,6275.0,6275.0,6100.0,6225.0,6100.5,11592900,1.0
31,2021-09-09,6225.0,6600.0,6150.0,6600.0,6468.0,14447600,2.0
32,2021-09-10,6600.0,6700.0,6450.0,6675.0,6541.5,5451100,2.0
33,2021-09-13,6650.0,6650.0,6450.0,6600.0,6468.0,3497500,2.0
34,2021-09-14,6600.0,6750.0,6575.0,6600.0,6468.0,4192400,2.0
35,2021-09-15,6600.0,6700.0,6500.0,6600.0,6468.0,4378900,2.0
36,2021-09-16,6600.0,6650.0,6450.0,6550.0,6419.0,4216600,2.0
37,2021-09-17,6500.0,6750.0,6450.0,6750.0,6615.0,9478500,0.0
38,2021-09-20,6750.0,6750.0,6350.0,6375.0,6247.5,5461300,1.0
39,2021-09-21,6375.0,6500.0,6300.0,6500.0,6370.0,3866600,2.0
40,2021-09-22,6525.0,6600.0,6400.0,6550.0,6419.0,4342400,2.0
41,2021-09-23,6575.0,6600.0,6500.0,6525.0,6394.5,1977300,2.0
42,2021-09-24,6500.0,6600.0,6400.0,6600.0,6468.0,3600600,2.0
43,2021-09-27,6600.0,6600.0,6375.0,6525.0,6394.5,4698700,2.0
44,2021-09-28,6500.0,6500.0,6325.0,6400.0,6272.0,3266400,2.0
45,2021-09-29,6325.0,6450.0,6275.0,6400.0,6272.0,3455100,2.0
46,2021-09-30,6400.0,6450.0,6325.0,6425.0,6296.5,4317700,2.0
47,2021-10-01,6400.0,6400.0,6200.0,6250.0,6125.0,7442900,2.0
48,2021-10-04,6250.0,6350.0,6250.0,6325.0,6198.5,7560900,2.0
49,2021-10-05,6300.0,6325.0,6150.0,6150.0,6027.0,10264600,1.0
50,2021-10-06,6200.0,6350.0,6175.0,6250.0,6125.0,10101200,2.0
51,2021-10-07,6300.0,6450.0,6200.0,6225.0,6100.5,13945900,2.0
52,2021-10-08,6300.0,6350.0,6225.0,6300.0,6174.0,7922100,2.0
53,2021-10-11,6300.0,6325.0,6250.0,6300.0,6174.0,4604000,2.0
54,2021-10-12,6300.0,6450.0,6300.0,6425.0,6296.5,11437100,0.0
55,2021-10-13,6450.0,6475.0,6350.0,6425.0,6296.5,6014700,2.0
56,2021-10-14,6450.0,6525.0,6350.0,6400.0,6272.0,8468400,2.0
57,2021-10-15,6475.0,6500.0,6275.0,6350.0,6223.0,8058900,2.0
58,2021-10-18,6350.0,6450.0,6300.0,6350.0,6223.0,9070400,2.0
59,2021-10-19,6400.0,6425.0,6325.0,6425.0,6296.5,6136700,2.0
60,2021-10-21,6450.0,6550.0,6375.0,6500.0,6370.0,12349600,0.0
61,2021-10-22,6475.0,6475.0,6300.0,6350.0,6223.0,7663200,2.0
62,2021-10-25,6350.0,6375.0,6225.0,6225.0,6100.5,8563400,2.0
63,2021-10-26,6275.0,6300.0,6225.0,6275.0,6149.5,5456500,2.0
64,2021-10-27,6325.0,6375.0,6275.0,6375.0,6247.5,8036500,2.0
